Item,Departamento,Municipio,Latitud,Longitud,Geolocalizacion,Año,Mes,Contrato,Campo,TipoProd,TipoHidrocarburo,PrecioHidrocarburoUSD,PorcRegalia,ProdGravableBlsKpc,VolumenRegaliaBlsKpc,RegaliasCOP,TrmPromedio,RegimenReg
1639,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2021,6,ECOP-SDLA-OP-DIRECTA,CUPIAGUA SUR,I,O,71.8597,0.08,705.16,56.4128,14938440.31,3685.04,Ley 756 8% variable
1640,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2021,6,LLA 22,RAMIRIQUI,B,G,3.2171,0.064,15085.73,965.48672,11445982.3,3685.04,Ley 756 8% variable
1641,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2021,6,LLA 22,RAMIRIQUI,QB,G,3.2171,0.064,2318.8,148.4032,1759340.91,3685.04,Ley 756 8% variable
1642,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2021,6,LLA 22,RAMIRIQUI,B,O,59.5868,0.08,10784.57,862.7656,189445847.04,3685.04,Ley 756 8% variable
1643,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2021,6,LLA 26,RUMBA,B,O,61.598,0.08,35060.08,2804.8064,636666072.78,3685.04,Ley 756 8% variable
1644,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2021,6,RECETOR,CUPIAGUA LIRIA,B,O,71.1594,0.2,53465.19,10693.038,2803984406.43,3685.04,Ley 141 20%
1645,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2021,6,RECETOR,CUPIAGUA LIRIA,B,O,71.1594,0.12,53465.19,6415.8228,1682390643.86,3685.04,ARTICULO 39 LEY 756
1646,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2021,6,RÍO CHITAMENA,CUSIANA,B,G,4.3357,0.2,126709.31,25341.862,404892704.76,3685.04,Ley 141 20%
1647,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2021,6,RÍO CHITAMENA,CUSIANA,B,G,4.3357,0.12,126709.31,15205.117199999999,242935623.17,3685.04,ARTICULO 39 LEY 756
1648,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2021,6,RÍO CHITAMENA,CUSIANA,QB,G,4.3357,0.2,42.63,8.526,136221.71,3685.04,Ley 141 20%
1649,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2021,6,RÍO CHITAMENA,CUSIANA,QB,G,4.3357,0.12,42.63,5.1156,81733.11,3685.04,ARTICULO 39 LEY 756
1650,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2021,6,RÍO CHITAMENA,CUSIANA,B,O,70.0071,0.2,3378.88,675.776,174335991.72,3685.04,Ley 141 20%
1651,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2021,6,RÍO CHITAMENA,CUSIANA,B,O,70.0071,0.12,3378.88,405.4656,104601595.33,3685.04,ARTICULO 39 LEY 756
1652,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2021,6,TAURAMENA,CUSIANA,B,G,4.3357,0.2,226110.07,45222.014,722522424.98,3685.04,Ley 141 20%
1653,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2021,6,TAURAMENA,CUSIANA,B,G,4.3357,0.12,226110.07,27133.2084,433513455.03,3685.04,ARTICULO 39 LEY 756
1654,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2021,6,TAURAMENA,CUSIANA,QB,G,4.3357,0.2,84.84,16.968,271101.41,3685.04,Ley 141 20%
1655,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2021,6,TAURAMENA,CUSIANA,QB,G,4.3357,0.12,84.84,10.1808,162660.96,3685.04,ARTICULO 39 LEY 756
1656,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2021,6,TAURAMENA,CUSIANA,B,O,70.0071,0.2,1634.69,326.938,84343125.42,3685.04,Ley 141 20%
1657,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2021,6,TAURAMENA,CUSIANA,B,O,70.0071,0.12,1634.69,196.1628,50605875.88,3685.04,ARTICULO 39 LEY 756
1658,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2021,6,TAURAMENA,CUSIANA,B,G,4.3357,0.2,38773.91,7754.782,123899919.16,3685.04,Ley 141 20%
1659,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2021,6,TAURAMENA,CUSIANA,B,G,4.3357,0.12,38773.91,4652.8692,74339951.73,3685.04,ARTICULO 39 LEY 756
1660,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2021,6,TAURAMENA,CUSIANA,QB,G,4.3357,0.2,14.55,2.91,46493.34,3685.04,Ley 141 20%
1661,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2021,6,TAURAMENA,CUSIANA,QB,G,4.3357,0.12,14.55,1.746,27896.24,3685.04,ARTICULO 39 LEY 756
1662,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2021,6,TAURAMENA,CUSIANA,B,O,70.0071,0.2,912.1,182.42,47060522.05,3685.04,Ley 141 20%
1663,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2021,6,TAURAMENA,CUSIANA,B,O,70.0071,0.12,912.1,109.452,28236313.54,3685.04,ARTICULO 39 LEY 756
1664,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2021,6,TAURAMENA,CUSIANA,B,G,4.3357,0.2,106918.21,21383.642,341651322.13,3685.04,Ley 141 20%
1665,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2021,6,TAURAMENA,CUSIANA,B,G,4.3357,0.12,106918.21,12830.1852,204990793.3,3685.04,ARTICULO 39 LEY 756
1666,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2021,6,TAURAMENA,CUSIANA,QB,G,4.3357,0.2,40.12,8.024,128200.79,3685.04,Ley 141 20%
1667,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2021,6,TAURAMENA,CUSIANA,QB,G,4.3357,0.12,40.12,4.8144,76920.77,3685.04,ARTICULO 39 LEY 756
1668,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2021,6,TAURAMENA,CUSIANA,B,O,70.0071,0.2,2695.6,539.12,139081618.44,3685.04,Ley 141 20%
1669,CASANARE,AGUAZUL,5.126121886,-72.54821017,POINT (-72.54821017 5.126121886),2021,6,TAURAMENA,CUSIANA,B,O,70.0071,0.12,2695.6,323.472,83448971.37,3685.04,ARTICULO 39 LEY 756
1670,CASANARE,HATO COROZAL,6.03948032,-71.52445752,POINT (-71.52445752 6.03948032),2021,6,JOROPO,OJO DE TIGRE,QB,G,4.9142,0.064,289.4,18.5216,335407.96,3685.04,Ley 756 8% variable
1671,CASANARE,HATO COROZAL,6.03948032,-71.52445752,POINT (-71.52445752 6.03948032),2021,6,JOROPO,OJO DE TIGRE,B,O,60.5788,0.08,4117.31,329.3848,73530314.66,3685.04,Ley 756 8% variable
1672,CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),2021,1,ALCARAVÁN,ESTERO,B,O,40.2765,0.2,2018.29,403.658,56761641.16,3491.32,Ley 141 20%
1673,CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),2021,1,CAMPO RICO,CAMPO RICO,QB,G,4.2446,0.064,73.45,4.7008,69662.32,3491.32,Ley 756 8% variable
1674,CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),2021,1,CAMPO RICO,CAMPO RICO,B,O,39.8058,0.08,8639.32,691.1456,96051811.29,3491.32,Ley 756 8% variable
1675,CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),2021,1,CAMPO RICO,CENTAURO SUR,QB,G,4.3083,0.064,6.54,0.41856,6295.68,3491.32,Ley 756 8% variable
1676,CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),2021,1,CAMPO RICO,CENTAURO SUR,B,O,46.5251,0.08,767.27,61.3816,9970459.49,3491.32,Ley 756 8% variable
1677,CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),2021,1,CASANARE,LA GLORIA,B,O,40.7573,0.2,140.66,28.132,4003092.61,3491.32,Ley 141 20%
1678,CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),2021,1,CASANARE,LA GLORIA,B,O,40.7573,0.2,6319.3,1263.86,179843204.03,3491.32,Ley 141 20%
1679,CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),2021,1,CASIMENA,MANTIS,P,O,41.06,0.06,2865.69,171.9414,24648418.29,3491.32,Ley 756 8% variable
1680,CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),2021,1,CASIMENA,MANTIS,B,O,41.06,0.08,10945.42,875.6336,125525227.96,3491.32,Ley 756 8% variable
1681,CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),2021,1,CASIMENA,PISINGO,B,O,42.5287,0.08,6907.29,552.5832,82048272.22,3491.32,Ley 756 8% variable
1682,CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),2021,1,CASIMENA,PISINGO,B,O,42.5287,0.08,9893.98,791.5184,117525681.65,3491.32,Ley 756 8% variable
1683,CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),2021,1,CASIMENA,YENAC,P,O,33.5895,0.06,5419.35,325.161,38132180.8,3491.32,Ley 756 8% variable
1684,CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),2021,1,CASIMENA,YENAC,P,O,33.5895,0.06,176.97,10.6182,1245214.15,3491.32,Ley 756 8% variable
1685,CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),2021,1,LA PUNTA - CDND/I,LA PUNTA,B,G,3.9417,0.064,55.46,3.54944,48846.41,3491.32,Ley 756 8% variable
1686,CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),2021,1,LA PUNTA - CDND/I,LA PUNTA,B,O,44.0046,0.08,18333,1466.64,225325974.9,3491.32,Ley 756 8% variable
1687,CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),2021,1,LOS HATOS,LOS HATOS,B,O,47.982,0.08,1270.68,101.6544,17029197.39,3491.32,Ley 756 8% variable
1688,CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),2021,1,RIO META,GUARIMENA,I,O,46.2915,0.08,4225.38,338.0304,54631945.59,3491.32,Ley 756 8% variable
1689,CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),2021,2,ALCARAVÁN,ESTERO,B,O,48.7605,0.2,1797.02,359.404,62291612.08,3554.5,Ley 141 20%
1690,CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),2021,2,CAMPO RICO,CAMPO RICO,QB,G,4.1502,0.064,66.17,4.23488,62472.32,3554.5,Ley 756 8% variable
1691,CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),2021,2,CAMPO RICO,CAMPO RICO,B,O,47.6084,0.08,7783.35,622.668,105370405.36,3554.5,Ley 756 8% variable
1692,CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),2021,2,CAMPO RICO,CENTAURO SUR,QB,G,4.2124,0.064,6.08,0.38912,5826.25,3554.5,Ley 756 8% variable
1693,CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),2021,2,CAMPO RICO,CENTAURO SUR,B,O,53.1628,0.08,716.44,57.3152,10830690.92,3554.5,Ley 756 8% variable
1694,CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),2021,2,CAMPO RICO,VIGIA SUR,P,O,50.4114,0.06,6012.09,360.7254,64637418.15,3554.5,Ley 756 8% variable
1695,CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),2021,2,CAMPO RICO,VIGIA SUR,B,O,50.4114,0.08,0.51,0.0408,7310.73,3554.5,Ley 756 8% variable
1696,CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),2021,2,CAMPO RICO,VIGIA SUR,P,O,50.4114,0.06,13132.01,787.9206,141185381.66,3554.5,Ley 756 8% variable
1697,CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),2021,2,CASANARE,LA GLORIA,B,O,48.7489,0.2,5898.92,1179.784,204430570.45,3554.5,Ley 141 20%
1698,CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),2021,2,CASANARE,LA GLORIA,B,O,48.7489,0.2,129.03,25.806,4471610.89,3554.5,Ley 141 20%
1699,CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),2021,2,CASIMENA,MANTIS,P,O,46.213,0.06,2912.09,174.7254,28701111.99,3554.5,Ley 756 8% variable
1700,CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),2021,2,CASIMENA,MANTIS,P,O,46.213,0.06,11289.26,677.3556,111265213.73,3554.5,Ley 756 8% variable
1701,CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),2021,2,CASIMENA,PISINGO,B,O,49.9946,0.08,5870.25,469.62,83454200.2,3554.5,Ley 756 8% variable
1702,CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),2021,2,CASIMENA,PISINGO,B,O,49.9946,0.08,8683.72,694.6976,123451796.66,3554.5,Ley 756 8% variable
1703,CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),2021,2,CASIMENA,YENAC,P,O,44.0368,0.06,4997.74,299.8644,46937416.29,3554.5,Ley 756 8% variable
1704,CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),2021,2,CASIMENA,YENAC,P,O,44.0368,0.06,26.86,1.6116,252261.63,3554.5,Ley 756 8% variable
1705,CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),2021,2,LA PUNTA - CDND/I,LA PUNTA,B,G,3.1353,0.064,44.49,2.84736,31732.14,3554.5,Ley 756 8% variable
1706,CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),2021,2,LA PUNTA - CDND/I,LA PUNTA,QB,G,3.1353,0.064,4.22,0.27008,3009.87,3554.5,Ley 756 8% variable
1707,CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),2021,2,LA PUNTA - CDND/I,LA PUNTA,B,O,49.3963,0.08,14301,1144.08,200876592.04,3554.5,Ley 756 8% variable
1708,CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),2021,2,LOS HATOS,LOS HATOS,B,O,54.8325,0.08,1134.6,90.768,17690875.49,3554.5,Ley 756 8% variable
1709,CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),2021,2,RIO META,GUARIMENA,I,O,52.854,0.08,4002.42,320.1936,60154625.13,3554.5,Ley 756 8% variable
1710,CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),2021,3,ALCARAVÁN,ESTERO,B,O,49.2841,0.2,1998.99,399.798,71184880.23,3612.77,Ley 141 20%
1711,CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),2021,3,CAMPO RICO,CAMPO RICO,QB,G,4.2164,0.064,72.21,4.62144,70397.73,3612.77,Ley 756 8% variable
1712,CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),2021,3,CAMPO RICO,CAMPO RICO,B,O,50.0335,0.08,8492.37,679.3896,122806143.13,3612.77,Ley 756 8% variable
1713,CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),2021,3,CAMPO RICO,CENTAURO SUR,QB,G,4.2796,0.064,6.68,0.42752,6609.95,3612.77,Ley 756 8% variable
1714,CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),2021,3,CAMPO RICO,CENTAURO SUR,B,O,54.5372,0.08,787.05,62.964,12405819.26,3612.77,Ley 756 8% variable
1715,CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),2021,3,CAMPO RICO,VIGIA SUR,P,O,53.1145,0.06,6666.39,399.9834,76753003.23,3612.77,Ley 756 8% variable
1716,CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),2021,3,CAMPO RICO,VIGIA SUR,P,O,53.1145,0.06,12897.44,773.8464,148493750.87,3612.77,Ley 756 8% variable
1717,CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),2021,3,CAMPO RICO,VIGIA SUR,B,O,53.1145,0.08,0.48,0.0384,7368.18,3612.77,Ley 756 8% variable
1718,CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),2021,3,CASANARE,LA GLORIA,B,O,50.9368,0.2,5943.61,1188.722,218752119.83,3612.77,Ley 141 20%
1719,CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),2021,3,CASANARE,LA GLORIA,B,O,50.9368,0.2,104.98,20.996,3863745.01,3612.77,Ley 141 20%
1720,CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),2021,3,CASIMENA,MANTIS,P,O,47.9905,0.06,3730.29,223.8174,38805155.97,3612.77,Ley 756 8% variable
1721,CASANARE,MANI,4.675769488,-72.21280273,POINT (-72.21280273 4.675769488),2021,3,CASIMENA,MANTIS,P,O,47.9905,0.06,6792.77,407.5662,70663272.64,3612.77,Ley 756 8% variable
